EmployeeNumber	Age	Attrition	BusinessTravel	DailyRate	Department	DistanceFromHome	Education	EducationField	EnvironmentSatisfaction	Gender	HourlyRate	JobInvolvement	JobLevel	JobRole	JobSatisfaction	MaritalStatus	MonthlyIncome	MonthlyRate	NumCompaniesWorked	OverTime	PercentSalaryHike	PerformanceRating	RelationshipSatisfaction	StockOptionLevel	TotalWorkingYears	TrainingTimesLastYear	WorkLifeBalance	YearsAtCompany	YearsInCurrentRole	YearsSinceLastPromotion	YearsWithCurrManager
1112	52	No	Travel_Rarely	340	Research & Development	7	3	Medical	2	Male	33	4	1	Manufacturing Director	3	Divorced	1286	20872	1	No	14	3	3	0	34	4	3	0	0	0	0
449	36	No	Travel_Rarely	1260	Research & Development	11	3	Medical	4	Male	66	1	3	Research Director	4	Married	9358	20716	4	No	21	3	3	2	13	6	3	5	1	4	2
446	41	No	Travel_Rarely	1093	Research & Development	12	4	Medical	4	Male	86	4	1	Healthcare Representative	4	Married	3200	2573	0	Yes	24	4	4	1	19	6	3	2	2	1	2
772	41	Yes	Travel_Frequently	115	Research & Development	10	4	Life Sciences	1	Female	77	4	3	Research Scientist	4	Single	9404	10554	1	No	24	3	1	2	18	0	3	6	6	4	2
717	35	No	Travel_Rarely	247	Research & Development	9	3	Marketing	4	Male	34	4	5	Laboratory Technician	4	Married	14726	19300	6	No	20	3	4	1	13	0	3	13	2	1	0
902	29	No	Travel_Rarely	761	Human Resources	3	4	Life Sciences	3	Male	59	4	2	Manager	1	Single	7460	3900	1	Yes	19	3	1	0	3	2	3	3	3	1	2
1156	48	No	Travel_Frequently	505	Research & Development	9	3	Life Sciences	2	Female	90	4	1	Healthcare Representative	3	Married	6552	14164	2	Yes	25	3	4	1	26	6	3	2	2	1	1
916	40	Yes	Travel_Frequently	1029	Research & Development	13	3	Life Sciences	3	Male	58	3	2	Manager	3	Married	6832	20550	2	Yes	12	3	4	0	18	4	3	7	2	0	7
1044	32	No	Travel_Rarely	230	Sales	1	3	Human Resources	3	Male	99	4	4	Sales Representative	2	Divorced	11272	10837	1	No	14	3	1	1	9	4	3	9	7	0	0
78	43	No	Travel_Rarely	291	Sales	13	4	Technical Degree	4	Male	46	4	1	Manager	1	Single	3940	3684	4	No	23	3	4	0	21	6	2	1	1	1	1
85	40	No	Travel_Rarely	507	Research & Development	1	2	Life Sciences	4	Male	48	4	1	Research Scientist	4	Divorced	4704	22713	4	No	24	3	3	2	17	6	3	1	1	1	0
1059	26	Yes	Travel_Rarely	435	Research & Development	7	4	Life Sciences	3	Male	55	3	2	Laboratory Technician	1	Married	7474	3102	3	No	20	3	2	0	3	1	3	3	3	0	3
83	41	No	Travel_Rarely	136	Sales	14	3	Technical Degree	3	Female	57	3	1	Sales Executive	2	Married	4689	9175	6	No	23	3	1	0	17	5	3	0	0	0	0
458	19	No	Travel_Rarely	856	Research & Development	6	3	Marketing	2	Male	38	2	1	Laboratory Technician	3	Divorced	3793	22732	0	Yes	25	3	3	1	0	2	3	0	0	0	0
934	41	No	Travel_Rarely	1328	Research & Development	12	3	Medical	1	Male	41	4	2	Laboratory Technician	3	Single	5519	24398	6	Yes	23	3	1	3	20	4	2	4	3	0	2
677	43	No	Travel_Rarely	294	Sales	3	2	Life Sciences	3	Female	48	3	1	Sales Executive	4	Single	4978	8312	3	No	23	3	1	0	20	4	3	2	0	0	2
1000	54	No	Travel_Frequently	1419	Research & Development	4	1	Life Sciences	3	Male	74	4	1	Manager	2	Married	3522	11250	3	No	15	3	3	0	29	3	3	3	1	0	3
1409	44	No	Travel_Rarely	1464	Research & Development	5	2	Life Sciences	3	Female	72	2	2	Healthcare Representative	4	Married	5819	16387	3	No	15	3	4	3	20	4	2	3	0	0	3
437	31	No	Travel_Rarely	975	Sales	1	2	Life Sciences	2	Male	56	3	2	Manager	3	Divorced	5897	3089	4	No	21	3	4	2	12	2	3	7	0	1	1
771	25	No	Travel_Rarely	928	Sales	1	3	Life Sciences	3	Female	68	2	1	Sales Executive	2	Married	4530	23778	2	Yes	24	3	4	1	3	0	2	2	2	0	1
645	29	No	Travel_Frequently	1160	Research & Development	1	4	Medical	3	Male	31	4	4	Manufacturing Director	2	Divorced	11845	12610	2	No	18	3	3	2	8	2	3	8	1	3	1
837	35	No	Travel_Frequently	485	Research & Development	2	2	Medical	4	Female	67	2	2	Research Director	3	Married	7394	10048	3	No	22	3	4	1	13	5	3	5	1	4	5
1174	42	No	Travel_Rarely	1413	Research & Development	6	4	Other	4	Male	100	2	3	Research Director	4	Divorced	8382	5282	5	No	21	3	1	0	21	2	2	4	3	0	4
1207	35	No	Travel_Rarely	1272	Sales	1	3	Technical Degree	4	Female	86	3	3	Sales Representative	2	Married	9424	19746	5	No	25	3	3	2	11	2	3	11	1	0	1
405	39	No	Travel_Rarely	1076	Research & Development	3	3	Life Sciences	1	Male	72	2	1	Laboratory Technician	3	Married	5052	7076	2	No	17	4	2	2	14	5	2	0	0	0	0
1319	42	No	Non-Travel	428	Sales	19	2	Life Sciences	4	Male	72	3	2	Sales Executive	1	Divorced	6164	21747	3	No	16	3	4	0	18	4	3	3	1	0	3
949	48	No	Travel_Rarely	635	Sales	6	4	Life Sciences	4	Male	47	3	2	Manager	1	Married	5553	9058	1	No	19	3	4	1	28	3	3	2	1	2	2
1007	34	No	Travel_Rarely	541	Research & Development	1	1	Marketing	2	Male	55	4	2	Research Director	4	Divorced	7325	19823	1	No	22	3	3	2	12	4	3	7	2	3	0
105	40	Yes	Non-Travel	933	Sales	7	1	Life Sciences	3	Female	52	2	1	Manager	3	Single	5152	6332	3	Yes	20	3	2	1	16	3	3	0	0	0	0
610	45	No	Travel_Rarely	1251	Sales	2	1	Medical	4	Female	96	3	2	Sales Executive	1	Married	6038	26925	5	No	22	3	2	0	21	1	2	3	2	1	3
846	44	No	Travel_Rarely	445	Research & Development	16	4	Technical Degree	3	Female	75	2	4	Research Director	3	Divorced	10887	23332	6	No	12	3	2	1	21	5	3	8	3	2	3
689	39	No	Travel_Frequently	966	Sales	1	1	Life Sciences	4	Male	89	4	4	Sales Executive	3	Married	12294	15584	2	No	14	3	3	2	16	3	3	8	1	5	0
964	31	No	Travel_Rarely	429	Research & Development	11	4	Human Resources	4	Female	43	2	3	Healthcare Representative	4	Divorced	9851	3520	2	No	16	4	4	3	5	6	2	5	2	5	0
947	20	No	Travel_Rarely	1328	Sales	5	5	Human Resources	3	Male	81	3	1	Manager	2	Married	3596	3114	2	No	23	3	4	0	0	3	3	0	0	0	0
63	32	No	Travel_Frequently	1289	Sales	1	5	Medical	4	Female	43	2	2	Manager	2	Married	7594	15096	0	No	18	4	1	1	3	3	3	3	0	0	3
282	38	Yes	Travel_Frequently	1490	Sales	29	1	Technical Degree	3	Male	75	3	4	Manager	4	Divorced	8523	23994	5	No	19	4	1	2	13	6	2	10	10	1	2
779	28	No	Travel_Frequently	1075	Sales	22	4	Marketing	4	Female	45	1	2	Sales Executive	3	Married	6474	9171	2	No	13	3	3	0	6	1	4	5	5	0	0
1445	38	Yes	Travel_Rarely	375	Sales	14	2	Technical Degree	3	Male	81	4	1	Sales Executive	3	Married	4975	22026	2	No	12	4	2	3	13	5	2	0	0	0	0
239	43	No	Travel_Rarely	352	Research & Development	14	3	Technical Degree	2	Female	30	3	1	Laboratory Technician	3	Married	3064	25351	0	Yes	22	3	3	1	19	2	3	3	0	2	1
224	50	No	Travel_Rarely	1405	Research & Development	1	3	Life Sciences	4	Female	30	3	2	Laboratory Technician	4	Divorced	6453	5198	2	No	12	3	4	2	30	1	3	6	0	5	0
146	37	No	Travel_Rarely	889	Research & Development	6	3	Life Sciences	3	Male	87	2	3	Research Scientist	2	Married	9240	18515	1	No	25	3	4	0	14	5	3	5	0	0	5
1443	47	No	Travel_Rarely	1440	Research & Development	1	2	Medical	2	Male	45	3	2	Manager	3	Married	6698	12342	2	No	17	4	3	2	22	3	3	4	1	3	1
374	36	No	Travel_Rarely	1044	Research & Development	4	2	Other	2	Male	72	3	1	Manufacturing Director	4	Married	4878	7067	1	No	11	3	4	0	12	5	3	2	2	0	2
1382	29	No	Travel_Rarely	1431	Sales	11	4	Life Sciences	1	Male	32	4	2	Sales Executive	3	Married	5585	17801	2	No	22	3	3	1	7	6	3	6	5	1	1
119	30	No	Travel_Rarely	765	Research & Development	8	1	Medical	4	Male	71	2	1	Manager	4	Married	5271	6138	9	No	20	3	4	1	10	4	3	0	0	0	0
1139	49	No	Travel_Rarely	1435	Research & Development	1	2	Other	4	Female	39	4	2	Manufacturing Director	2	Divorced	6718	20092	1	No	21	3	3	2	26	2	3	1	1	1	0
251	29	No	Travel_Rarely	810	Sales	3	3	Marketing	4	Male	38	2	2	Sales Executive	3	Married	6028	24988	1	Yes	15	3	3	0	0	0	3	0	0	0	0
1488	39	Yes	Travel_Rarely	996	Research & Development	15	1	Medical	3	Female	35	2	1	Manufacturing Director	3	Married	5522	13380	2	Yes	23	3	1	2	17	5	2	3	1	1	0
1222	36	Yes	Travel_Rarely	1015	Human Resources	16	2	Life Sciences	2	Male	94	2	2	Human Resources	1	Single	6224	23097	4	Yes	23	3	1	1	6	0	3	1	0	0	1
907	38	No	Travel_Rarely	1177	Research & Development	12	4	Life Sciences	4	Male	86	2	2	Manufacturing Director	3	Married	6317	9977	2	No	20	4	2	0	17	1	4	1	1	1	0
10	55	Yes	Travel_Rarely	1454	Sales	2	3	Life Sciences	2	Male	68	3	2	Sales Executive	1	Single	6537	23440	6	No	23	3	3	0	35	3	2	0	0	0	0
450	48	Yes	Travel_Rarely	1492	Research & Development	2	3	Life Sciences	3	Male	62	3	2	Research Director	1	Single	6751	8769	6	No	18	3	2	1	14	2	3	2	2	1	2
1456	37	Yes	Travel_Rarely	694	Research & Development	11	5	Life Sciences	3	Female	51	2	1	Manager	1	Married	3548	8275	4	Yes	13	3	1	2	15	2	3	3	1	1	0
709	48	No	Travel_Rarely	997	Research & Development	1	2	Human Resources	3	Female	48	1	2	Laboratory Technician	4	Single	5878	3679	2	No	25	4	1	3	22	5	2	1	1	0	1
256	35	No	Travel_Frequently	1496	Human Resources	8	4	Other	4	Male	46	4	1	Human Resources	4	Married	4973	15983	1	No	11	3	3	0	11	6	3	0	0	0	0
594	45	Yes	Travel_Rarely	1489	Research & Development	13	3	Human Resources	4	Male	72	4	3	Research Director	3	Single	10805	17689	0	No	24	3	3	2	21	1	3	8	1	4	1
390	29	No	Travel_Rarely	901	Research & Development	1	2	Life Sciences	1	Female	76	4	2	Research Scientist	2	Divorced	6709	4140	1	No	22	3	3	0	7	2	3	6	2	0	0
1343	29	No	Travel_Rarely	136	Human Resources	10	3	Technical Degree	4	Male	63	4	2	Manager	3	Married	5684	19618	3	Yes	21	3	3	2	5	4	3	5	5	0	1
1214	43	No	Travel_Frequently	673	Sales	3	3	Marketing	3	Male	95	3	2	Manager	4	Married	7646	15673	1	Yes	23	4	4	0	17	6	2	1	0	0	0
558	38	No	Travel_Rarely	789	Human Resources	1	3	Medical	2	Male	71	3	2	Manager	4	Single	7182	6562	3	No	21	3	3	0	16	1	2	5	0	0	0
1303	40	No	Travel_Frequently	184	Sales	4	2	Human Resources	4	Male	83	2	4	Sales Executive	3	Married	13573	10666	2	Yes	20	3	4	1	13	2	3	8	7	0	0
1157	43	No	Travel_Rarely	363	Research & Development	6	1	Other	4	Male	53	1	2	Research Scientist	1	Divorced	6995	2505	2	No	22	3	4	2	17	5	2	4	4	2	1
461	28	No	Travel_Rarely	1091	Research & Development	1	3	Life Sciences	3	Male	95	4	2	Research Director	2	Married	8448	8344	2	No	14	3	4	1	4	0	3	4	4	1	0
724	44	No	Non-Travel	639	Research & Development	2	2	Life Sciences	3	Male	46	3	5	Laboratory Technician	3	Married	15735	13311	2	No	13	3	4	2	25	2	4	13	0	5	3
145	30	No	Travel_Rarely	226	Research & Development	3	2	Life Sciences	1	Female	38	3	3	Healthcare Representative	1	Divorced	9272	2510	4	Yes	20	3	4	2	10	4	3	8	3	6	0
502	49	No	Travel_Rarely	901	Human Resources	8	3	Technical Degree	3	Male	72	2	2	Manager	4	Divorced	7706	9702	3	No	14	3	3	3	27	0	2	4	0	2	4
1357	38	No	Travel_Rarely	814	Sales	1	4	Technical Degree	3	Female	94	3	2	Sales Executive	2	Married	5650	9606	0	No	11	3	3	1	14	4	3	0	0	0	0
740	44	No	Travel_Rarely	739	Human Resources	2	3	Technical Degree	4	Male	40	4	1	Human Resources	1	Married	4394	20318	4	No	19	3	3	1	22	4	3	2	1	2	2
1400	35	No	Non-Travel	1257	Research & Development	1	2	Life Sciences	2	Female	78	4	1	Healthcare Representative	4	Single	4329	22164	3	No	12	3	4	0	12	4	3	3	1	0	2
732	32	No	Travel_Rarely	1075	Research & Development	4	2	Technical Degree	1	Female	67	3	3	Manager	3	Divorced	9603	3620	0	No	21	3	3	0	7	5	3	4	3	1	0
540	40	No	Travel_Frequently	1086	Research & Development	1	2	Technical Degree	1	Male	75	2	2	Healthcare Representative	3	Divorced	5511	18893	2	Yes	14	3	1	3	18	3	3	0	0	0	0
178	49	No	Non-Travel	1395	Sales	5	3	Medical	2	Female	37	1	2	Manager	4	Married	6863	25319	3	No	22	3	1	1	14	1	3	2	2	0	1
1462	41	No	Travel_Frequently	836	Research & Development	2	4	Life Sciences	3	Male	85	4	2	Research Director	4	Married	5986	24803	2	No	12	4	2	2	15	5	3	4	0	1	1
698	46	No	Travel_Rarely	513	Research & Development	29	4	Life Sciences	4	Male	96	4	1	Laboratory Technician	3	Single	5179	8607	2	No	22	3	4	1	23	3	4	3	1	0	0
1452	28	No	Travel_Frequently	1341	Research & Development	6	3	Life Sciences	3	Male	68	3	2	Laboratory Technician	3	Single	6211	6546	1	No	12	3	4	1	0	3	3	0	0	0	0
1058	30	No	Travel_Frequently	613	Sales	1	1	Life Sciences	3	Male	59	3	1	Sales Representative	4	Divorced	4176	23087	2	Yes	18	4	1	3	12	0	3	2	2	1	1
890	35	No	Travel_Rarely	1213	Research & Development	1	3	Life Sciences	3	Female	79	4	2	Research Scientist	4	Divorced	6506	17660	2	No	16	3	3	1	15	3	3	1	1	1	1
1320	36	No	Travel_Rarely	1167	Research & Development	9	5	Other	3	Male	78	1	2	Manager	4	Divorced	7787	5178	5	No	11	3	2	0	11	5	4	0	0	0	0
8	32	No	Travel_Rarely	503	Human Resources	9	3	Marketing	3	Male	31	3	3	Human Resources	4	Divorced	10315	22736	6	No	14	3	3	0	9	5	3	7	3	0	0
1253	49	No	Travel_Rarely	1097	Research & Development	11	3	Technical Degree	2	Female	57	3	2	Manufacturing Director	2	Single	5731	10772	2	No	19	3	3	0	23	2	3	3	3	0	3
668	38	No	Travel_Rarely	1177	Research & Development	1	4	Technical Degree	3	Female	72	1	1	Research Scientist	3	Single	5961	3090	2	No	25	3	3	1	15	5	3	0	0	0	0
1173	49	No	Travel_Rarely	1136	Research & Development	8	4	Life Sciences	4	Male	66	2	2	Manufacturing Director	3	Married	6695	5792	2	No	19	3	3	1	28	5	2	0	0	0	0
358	33	Yes	Travel_Rarely	1291	Research & Development	6	2	Life Sciences	3	Male	82	2	3	Healthcare Representative	3	Married	11096	18705	1	No	24	3	4	0	8	1	3	5	1	0	0
784	43	No	Travel_Rarely	1241	Sales	16	4	Marketing	3	Female	94	3	3	Sales Representative	3	Married	9533	19499	0	No	13	3	3	2	19	1	3	5	0	0	4
330	25	No	Travel_Rarely	180	Research & Development	1	3	Technical Degree	4	Male	79	3	1	Manufacturing Director	4	Divorced	4502	2664	1	No	17	4	2	1	3	3	4	2	1	2	2
1064	50	No	Non-Travel	122	Research & Development	10	3	Other	3	Male	36	4	5	Healthcare Representative	4	Married	14563	26904	1	No	19	3	3	0	30	5	3	13	2	1	0
1161	18	No	Travel_Rarely	413	Sales	5	1	Life Sciences	3	Male	49	4	1	Sales Representative	1	Married	3198	25941	3	Yes	20	3	1	0	0	5	4	0	0	0	0
1129	46	No	Non-Travel	1423	Sales	9	1	Marketing	4	Male	87	2	2	Manager	3	Single	8106	17542	2	Yes	13	3	4	0	21	6	3	7	3	0	2
259	23	Yes	Travel_Rarely	1487	Sales	13	3	Life Sciences	3	Male	92	2	2	Sales Representative	4	Divorced	6205	13004	0	No	11	3	2	2	0	3	3	0	0	0	0
1188	50	No	Travel_Rarely	1136	Research & Development	8	3	Technical Degree	1	Male	36	4	2	Manager	4	Divorced	7243	25797	1	No	24	3	3	0	28	0	3	1	1	0	0
373	18	No	Travel_Rarely	1181	Sales	3	2	Marketing	3	Male	93	3	1	Sales Executive	4	Divorced	2952	2605	3	No	17	3	4	0	0	6	3	0	0	0	0
1115	32	No	Travel_Rarely	955	Research & Development	3	5	Life Sciences	2	Male	63	2	3	Manufacturing Director	3	Married	9034	23236	1	Yes	14	3	1	2	5	6	4	5	4	0	2
941	42	No	Travel_Rarely	832	Sales	4	3	Life Sciences	3	Male	79	4	2	Manager	4	Married	6634	6252	3	No	13	4	4	1	21	5	3	3	1	2	3
143	41	No	Non-Travel	1489	Human Resources	4	2	Life Sciences	1	Male	100	3	2	Manager	3	Divorced	6043	24389	1	No	14	3	3	2	20	6	2	2	2	2	0
526	40	Yes	Travel_Rarely	629	Sales	16	2	Life Sciences	1	Male	94	4	2	Sales Representative	1	Divorced	5724	22693	2	Yes	20	3	2	1	16	1	3	1	1	1	1
1150	38	Yes	Travel_Frequently	346	Sales	1	3	Marketing	4	Female	53	4	1	Manager	3	Married	3354	15840	0	Yes	24	4	4	1	15	1	3	2	2	1	0
1023	40	No	Travel_Rarely	832	Research & Development	1	3	Technical Degree	2	Female	80	4	2	Research Scientist	3	Divorced	8342	4288	3	No	22	3	2	0	19	5	2	1	0	1	1
1133	53	No	Travel_Rarely	1019	Research & Development	14	3	Life Sciences	4	Female	63	3	2	Manufacturing Director	4	Married	6941	16059	4	Yes	11	3	3	1	31	2	3	3	2	0	2
1439	39	No	Travel_Rarely	1460	Sales	1	3	Marketing	4	Male	91	3	2	Manager	1	Divorced	7305	7572	3	Yes	23	3	4	0	14	1	2	6	3	2	3
441	56	No	Travel_Rarely	716	Research & Development	4	4	Life Sciences	3	Male	95	2	2	Research Director	1	Divorced	6367	17050	1	No	23	3	3	0	35	1	3	0	0	0	0
532	32	Yes	Travel_Rarely	1103	Research & Development	8	3	Life Sciences	1	Male	79	3	3	Laboratory Technician	1	Divorced	8960	15546	1	No	14	3	1	0	7	0	3	7	0	2	7
1215	46	No	Travel_Frequently	694	Research & Development	1	1	Life Sciences	4	Female	66	4	2	Healthcare Representative	3	Married	6272	15123	1	No	21	3	4	0	22	4	4	0	0	0	0
227	45	No	Travel_Rarely	1144	Sales	1	4	Medical	3	Female	41	4	5	Sales Representative	4	Single	15117	7323	5	No	15	3	4	0	23	6	2	23	1	0	11
223	24	No	Travel_Rarely	611	Sales	8	3	Life Sciences	3	Male	39	3	2	Sales Executive	1	Married	5405	8066	3	No	24	3	3	0	0	2	2	0	0	0	0
229	42	No	Travel_Rarely	1499	Sales	7	2	Life Sciences	4	Female	32	3	2	Manager	2	Married	8059	22974	4	No	19	4	1	2	22	0	3	4	0	4	4
1432	31	No	Travel_Rarely	1244	Sales	1	2	Life Sciences	4	Male	80	3	2	Manager	1	Married	7763	13117	1	No	24	3	4	0	10	3	3	3	1	3	0
1313	45	Yes	Travel_Rarely	985	Research & Development	1	2	Human Resources	4	Female	80	3	1	Research Director	1	Single	4274	25500	3	No	25	3	2	1	24	6	3	0	0	0	0
213	34	No	Travel_Rarely	240	Sales	12	4	Marketing	3	Male	36	3	5	Sales Representative	4	Single	14127	2379	1	No	12	3	3	0	14	6	3	13	2	0	2
886	39	No	Travel_Rarely	126	Research & Development	4	3	Life Sciences	4	Male	90	1	1	Research Director	2	Divorced	6057	19725	5	No	22	3	1	0	17	1	2	2	0	2	2
80	28	No	Travel_Rarely	325	Research & Development	12	2	Technical Degree	1	Male	40	3	3	Research Director	2	Married	9980	11334	1	No	24	3	4	1	4	6	3	4	2	3	1
149	36	Yes	Travel_Rarely	1061	Sales	1	1	Life Sciences	3	Male	50	4	2	Sales Representative	4	Married	6420	22543	3	Yes	24	3	2	1	12	1	2	7	0	0	2
815	33	No	Travel_Rarely	1145	Research & Development	24	3	Medical	3	Male	66	3	1	Research Scientist	1	Single	5499	4588	1	No	25	3	2	0	11	0	3	2	0	0	2
919	20	No	Non-Travel	1267	Research & Development	12	1	Life Sciences	3	Male	80	4	1	Manager	3	Married	4189	15981	2	No	12	3	2	0	0	2	3	0	0	0	0
1192	29	No	Non-Travel	445	Sales	1	2	Marketing	2	Male	92	2	2	Sales Representative	3	Single	6818	5244	3	Yes	23	3	1	0	5	3	3	1	0	0	1
672	51	No	Travel_Rarely	1306	Research & Development	3	4	Technical Degree	1	Female	61	3	2	Laboratory Technician	4	Divorced	4645	10100	2	No	14	4	3	1	26	2	3	6	3	1	6
1168	39	No	Travel_Rarely	506	Research & Development	6	3	Life Sciences	3	Male	68	3	2	Research Director	3	Divorced	5960	15270	2	No	24	3	4	0	15	4	3	2	1	2	1
556	56	No	Travel_Frequently	537	Research & Development	12	3	Marketing	3	Male	72	4	2	Research Scientist	4	Single	6245	13764	0	No	14	3	4	2	36	3	3	1	1	0	1
923	35	No	Travel_Rarely	1398	Sales	2	4	Life Sciences	2	Male	46	1	1	Sales Representative	4	Single	4648	25253	5	No	20	3	4	1	12	6	2	0	0	0	0
134	35	No	Travel_Rarely	785	Sales	29	3	Medical	1	Male	79	4	4	Sales Executive	3	Divorced	6552	24970	3	No	25	3	1	0	12	5	3	9	2	1	2
1120	48	No	Travel_Rarely	292	Sales	8	3	Human Resources	4	Male	80	4	1	Manager	3	Single	3933	3793	2	No	20	3	3	0	26	1	3	3	1	2	1
824	29	No	Travel_Rarely	930	Human Resources	1	4	Technical Degree	4	Female	82	4	2	Human Resources	2	Single	6715	7834	2	No	15	3	4	1	6	2	3	2	0	0	2
409	34	No	Travel_Rarely	371	Sales	20	3	Marketing	3	Male	92	2	3	Sales Executive	4	Married	9568	8713	1	No	20	3	3	2	12	0	2	11	3	0	1
369	20	Yes	Travel_Rarely	1206	Research & Development	1	4	Technical Degree	4	Male	76	3	1	Healthcare Representative	2	Married	4907	18008	1	Yes	23	3	4	2	0	4	3	0	0	0	0
508	32	No	Travel_Rarely	1268	Research & Development	28	4	Other	4	Female	37	1	3	Manager	1	Single	10146	17757	2	Yes	25	3	2	1	10	2	3	5	5	0	3
1363	36	No	Travel_Rarely	250	Research & Development	9	4	Other	3	Male	80	4	2	Research Director	4	Married	5124	11547	3	No	25	3	1	1	9	3	3	5	0	1	0
505	49	No	Travel_Rarely	106	Research & Development	1	1	Other	4	Male	36	4	3	Research Scientist	4	Divorced	8427	7488	1	Yes	24	3	4	1	24	4	1	8	8	1	1
1348	43	No	Travel_Rarely	549	Sales	1	2	Marketing	3	Female	84	3	2	Sales Representative	4	Single	5057	16984	4	No	25	3	1	2	19	1	4	0	0	0	0
348	21	No	Travel_Rarely	1101	Research & Development	1	2	Life Sciences	4	Male	90	2	1	Healthcare Representative	2	Divorced	4464	23534	3	No	16	3	1	0	2	6	2	1	1	1	1
387	31	No	Non-Travel	953	Research & Development	1	4	Marketing	3	Female	62	2	2	Laboratory Technician	3	Married	8135	20495	2	Yes	13	3	4	1	9	6	3	4	3	2	4
1	43	No	Travel_Rarely	1259	Research & Development	11	1	Other	4	Female	90	3	1	Healthcare Representative	4	Single	3337	8919	2	Yes	20	4	2	2	19	4	1	0	0	0	0
361	37	No	Travel_Rarely	872	Research & Development	5	2	Life Sciences	4	Male	77	4	1	Research Director	3	Single	4813	26612	2	No	18	4	3	2	18	6	4	1	1	1	1
895	37	No	Travel_Rarely	1255	Sales	5	2	Medical	2	Male	100	2	1	Manager	1	Divorced	4424	13572	3	No	22	3	2	0	16	2	4	2	0	0	1
829	39	No	Travel_Rarely	1384	Research & Development	15	1	Life Sciences	3	Male	51	3	4	Research Director	4	Married	11463	7385	4	No	17	3	4	0	13	1	1	9	1	2	6
1431	43	No	Non-Travel	926	Sales	2	3	Life Sciences	2	Male	44	3	3	Sales Executive	2	Divorced	8470	15765	5	No	16	3	1	0	21	4	3	6	3	1	5
476	51	Yes	Travel_Frequently	1099	Research & Development	6	5	Life Sciences	2	Male	54	3	2	Manufacturing Director	3	Married	6765	18304	1	Yes	15	3	3	1	32	0	1	2	0	2	0
1296	39	No	Travel_Rarely	232	Research & Development	1	1	Technical Degree	3	Male	100	3	3	Laboratory Technician	3	Married	8586	16953	4	No	24	3	3	2	18	1	2	6	3	4	5
58	42	No	Travel_Rarely	749	Sales	3	3	Marketing	3	Female	46	3	2	Manager	4	Married	6210	15645	2	No	11	3	3	1	14	5	3	1	1	0	1
638	18	Yes	Travel_Frequently	1107	Human Resources	6	1	Life Sciences	3	Male	76	4	2	Manager	3	Married	5647	3437	0	Yes	11	3	4	2	0	2	4	0	0	0	0
1322	35	No	Travel_Rarely	1008	Human Resources	6	4	Life Sciences	3	Male	90	4	1	Human Resources	2	Single	4406	9061	1	No	17	3	3	0	13	4	1	0	0	0	0
1062	47	No	Travel_Rarely	1034	Sales	2	3	Other	3	Female	100	3	3	Sales Representative	4	Married	10428	3252	1	No	20	3	2	2	27	4	3	4	3	0	1
969	45	No	Travel_Rarely	861	Research & Development	5	2	Life Sciences	3	Male	65	1	2	Healthcare Representative	3	Married	5872	7683	3	No	24	3	2	0	19	5	2	0	0	0	0
173	43	No	Non-Travel	1246	Human Resources	7	2	Life Sciences	4	Male	65	4	1	Human Resources	3	Married	3484	24446	1	No	15	3	1	2	17	4	2	2	1	1	2
451	18	Yes	Travel_Rarely	1076	Research & Development	7	1	Life Sciences	3	Female	40	1	1	Laboratory Technician	1	Divorced	4356	23208	3	Yes	25	3	4	1	0	3	3	0	0	0	0
126	35	Yes	Travel_Rarely	1208	Research & Development	9	3	Medical	2	Male	94	3	2	Healthcare Representative	2	Single	6787	16653	2	Yes	14	3	3	0	11	3	2	6	3	1	3
1435	22	No	Travel_Rarely	311	Sales	23	4	Other	3	Male	40	3	2	Sales Executive	3	Married	5234	10342	5	Yes	12	4	3	0	0	4	2	0	0	0	0
531	35	No	Travel_Frequently	349	Sales	1	4	Life Sciences	1	Female	100	2	2	Sales Executive	1	Single	6249	11725	2	Yes	23	3	3	1	11	4	4	4	4	2	3
858	37	No	Travel_Rarely	379	Research & Development	15	2	Life Sciences	2	Male	60	2	1	Research Scientist	2	Married	3565	13553	4	Yes	17	3	4	2	16	4	1	2	0	0	2
714	32	No	Travel_Rarely	602	Sales	29	2	Life Sciences	3	Female	84	2	3	Sales Executive	3	Married	9212	17624	5	No	12	4	3	2	11	6	3	11	3	0	0
91	42	Yes	Travel_Frequently	478	Research & Development	16	3	Life Sciences	3	Male	65	3	2	Laboratory Technician	2	Married	6612	15070	4	Yes	16	3	2	0	21	1	2	4	3	3	0
1466	33	No	Travel_Rarely	1427	Research & Development	6	4	Life Sciences	1	Male	95	4	3	Laboratory Technician	2	Married	11428	22173	2	Yes	21	3	2	1	10	5	3	5	2	5	0
182	18	Yes	Travel_Rarely	1449	Research & Development	22	3	Medical	3	Male	34	2	2	Manufacturing Director	4	Married	5830	21234	2	No	12	3	4	1	0	6	2	0	0	0	0
876	25	No	Non-Travel	1141	Human Resources	20	3	Marketing	2	Male	40	2	2	Manager	1	Married	5730	20390	5	No	14	3	4	2	6	3	4	3	2	3	3
1024	43	No	Travel_Rarely	749	Research & Development	3	2	Medical	4	Female	49	4	1	Laboratory Technician	4	Married	4084	22084	2	No	21	4	4	1	19	1	3	2	0	0	2
787	46	Yes	Travel_Frequently	1276	Research & Development	19	2	Life Sciences	2	Female	87	1	3	Healthcare Representative	4	Single	8114	2510	3	No	20	3	3	0	25	5	4	11	0	0	0
